id,created_at,text
1062008666034003973,Mon Nov 12 15:46:11 +0000 2018,@KoffeAndTV @mei_cr Seguro fue cuando andabas en clonazepam
1062001077761921025,Mon Nov 12 15:16:02 +0000 2018,"@_CarlieYo Y que te dice ""Me cagan las clonazepam"" 😁"
1061991740842893314,Mon Nov 12 14:38:56 +0000 2018,"pasé a comprar clonazepam y por el seguro que tiene mi papá en el trabajo me salió gratis, drogas sin costo ✊"
1061991466749382656,Mon Nov 12 14:37:51 +0000 2018,@Limonada1020 Voy a alumbrar que no he almorzado y que regalo recetas de clonazepam si me traen chocolatitos
1061990588407599106,Mon Nov 12 14:34:21 +0000 2018,arroz con leche me quiero matar con una sobredosis de clonazepam
1061987528587173888,Mon Nov 12 14:22:12 +0000 2018,@javier_mdo Jajaja son gotitas de Clonazepam para dormir 😁
1061985475542597632,Mon Nov 12 14:14:02 +0000 2018,"@SANGREXENEIZE Yo me clave un clonazepam. Sabes cómo lo vi, re chill"
1061983404143591424,Mon Nov 12 14:05:48 +0000 2018,"@SANGREXENEIZE Yo clave clonazepam a lo loco. Y voy a aumentar la dosis el 24, sino no sobrevivo"
1061982774918291457,Mon Nov 12 14:03:18 +0000 2018,"Si duermo 7 horas o menos, 1/2 Clonazepam me deja dopá y tirá en cualquier esquina haciendo tuto."
1061982507791466496,Mon Nov 12 14:02:15 +0000 2018,@paco68san1 @VanDuggu Que alguien le tire un pan (y un clonazepam) a ese hueón.
1061979768168562688,Mon Nov 12 13:51:22 +0000 2018,Nada más angustiante que hacer reclamos sin clonazepam.
1061975662423093248,Mon Nov 12 13:35:03 +0000 2018,No sé si el clonazepam o la vida me tienen pa la cagá
1061951901569290240,Mon Nov 12 12:00:38 +0000 2018,Mientras el doc me médica Clonazepam..
1061941630633164805,Mon Nov 12 11:19:49 +0000 2018,Que fruta mas noble el Clonazepam
1061940808222416896,Mon Nov 12 11:16:33 +0000 2018,"Amigo tomo 4g de clonazepam al día, NO ME ATOMIZES."
1061936271248031744,Mon Nov 12 10:58:31 +0000 2018,"clonazepam por aqui clona por alla, despiértenme cuando llegue la navidadddd (y rindan por mi)"
1061928476675137536,Mon Nov 12 10:27:33 +0000 2018,Denme fuerzas para arrancar la semana y encima con efectos secundarios de clonazepam
1061902894159532032,Mon Nov 12 08:45:53 +0000 2018,me voy a tomar un blister de clonazepam porque no doy más necesito un milagro
1061886835482341376,Mon Nov 12 07:42:05 +0000 2018,a lxs que cancelan artistas 24/7 &gt;&gt; tOMENSE UNA BUENA DOSIS DE CHAMAME Y DEPASO UNA DE CLONAZEPAM
1061878029935435776,Mon Nov 12 07:07:05 +0000 2018,Me gustaría dormir sr. Clonazepam... Usted me está haciendo el efecto contrario? Maquinando a mil
1061867645321052161,Mon Nov 12 06:25:49 +0000 2018,A alguien le sobra un clonazepam? No puedo dormir...cada vez mas nerviosa cuando voy a rendir! Nerviosssssss
1061862084659548160,Mon Nov 12 06:03:44 +0000 2018,"Tengo que hacer mil cosas hoy, empiezo el día a las 8am y no me puedo dormir. Clonazepam tu me escuchas?  *inserte meme de Nelson."
1061855957586718720,Mon Nov 12 05:39:23 +0000 2018,"Y el clonazepam en la cartera, por si al caso"
1061855147154907136,Mon Nov 12 05:36:10 +0000 2018,@hil_moncada Si yo no me he muerto por tomar accidentalmente 4 clonazepam vos no vas a morir por no recordar la medicación xdxdxd
1061853829006835712,Mon Nov 12 05:30:55 +0000 2018,"Necesito dormirrrr, mañana le saco las clonazepam a la abuela"
1061851308767039489,Mon Nov 12 05:20:54 +0000 2018,"Ayer tuve una recaída fuerte: 4mg clonazepam, 30mg midazolam y 100 mg quetiapina xr. Me acosté 00, me levanté 17hs."
1061847280192536576,Mon Nov 12 05:04:54 +0000 2018,@iDianeiTv Me súper urge una sobredosis de clonazepam
1061847025136869376,Mon Nov 12 05:03:53 +0000 2018,Que mejor droga que vos mi amigo Clonazepam ....😘😍
1061846494842703872,Mon Nov 12 05:01:47 +0000 2018,"No encuentro el clonazepam, send remedios help esto es un tweet serio repito tweet serio"
1061845861100077056,Mon Nov 12 04:59:16 +0000 2018,Dios de Bendiga clonazepam Ta mañana Tengo 84 años
1061843503196573696,Mon Nov 12 04:49:53 +0000 2018,Ya denle unas clonazepam al señor que todo le caga.
1061841207188512768,Mon Nov 12 04:40:46 +0000 2018,"Estar muerto de sueño, bañado y con las sabanas limpias es igual de placentero que el clonazepam, buenas noches😴"
1061836452906987521,Mon Nov 12 04:21:52 +0000 2018,Encontré una pastilla en mi cuarto y no recuerdo si es un Clonazepam y tengo la tentación cañona.
1061831062333153281,Mon Nov 12 04:00:27 +0000 2018,"@MaatiasBaez Ribotril, Clonazepam, ribotril, Clonazepam y así pasamos los 12 días 🤙"
1061829635904888833,Mon Nov 12 03:54:47 +0000 2018,"Saludos a Clonazepam que es la única que me lee, hola vv"
1061827741195079680,Mon Nov 12 03:47:15 +0000 2018,q pasará si me tomo 20 de clonazepam mmmm
1061827686740439040,Mon Nov 12 03:47:02 +0000 2018,"@rafoarias @NetflixLAT También puedes tomar un clonazepam, mismo efecto, saludos, bye!"
1061825291730018304,Mon Nov 12 03:37:31 +0000 2018,"Tener este nivel de sueño y no poder dormir! Necesito clonazepam, ahre"
1061824094231035905,Mon Nov 12 03:32:46 +0000 2018,@Clonazepam96 uy habló @ clonazepam
1061821906326880256,Mon Nov 12 03:24:04 +0000 2018,"Llego el efecto del clonazepam, ahora podemos irnos a dormir tranquilas."
1061821666182000641,Mon Nov 12 03:23:07 +0000 2018,Soy la unica a la que el clonazepam no le hace ni cosquillas? Pregunta seria.
1061817913181646848,Mon Nov 12 03:08:12 +0000 2018,"A punto de carajearle a alguien, pasenme el clonazepam."
1061817433089040384,Mon Nov 12 03:06:18 +0000 2018,Tomaría lavandina con Clonazepam antes de volver a repetir este año de mierda.
1061814861515100161,Mon Nov 12 02:56:05 +0000 2018,"@sofigoldman bueno, si lo unico que tenes es un clonazepam  vencido te lo tomas igual seguro que no te va a hacer el mismo efecto"
1061814488289214464,Mon Nov 12 02:54:36 +0000 2018,El 24 me voy a tomar una tableta de clonazepam y birra porque así sobrio uno no puede disfrutar la situación.
1061811775807672320,Mon Nov 12 02:43:49 +0000 2018,El 24 voy a ver el partido muy serenamente tomando Fernet con Clonazepam
1061810914553487360,Mon Nov 12 02:40:24 +0000 2018,Ya llegó su clonazepam pinches depresivos.
1061810087390597120,Mon Nov 12 02:37:06 +0000 2018,Ni siquiera cuando rendí la tesis tuve tantos nervios como hoy. El 24 me inyecto clonazepam.
1061808752406552576,Mon Nov 12 02:31:48 +0000 2018,Vivo a base de clonazepam porque sino ya hubiera tenido mil ataques de nervios por las actitudes de mi vieja
1061807392818712577,Mon Nov 12 02:26:24 +0000 2018,"-Jefa, sabe si hay Clonazepam?  -Sí hay, Dr. Para qué paciente?   -Cuál paciente?"
1061803602543628289,Mon Nov 12 02:11:20 +0000 2018,"necesito 20 cajas de clonazepam, capaz se me pasa un poco el bajon"
1061800210911891456,Mon Nov 12 01:57:52 +0000 2018,la cantidad de clonazepam q me voy a tener q mandar para poder dormirme
1061797829969092608,Mon Nov 12 01:48:24 +0000 2018,Desde hoy y hasta el sábado 24 un clonazepam por día...
1061796391339601923,Mon Nov 12 01:42:41 +0000 2018,@leaynahok Más fácil y factible: media pastilla de clonazepam y una caja de vino... No te acordás ni de qué equipo sos
1061794084174602240,Mon Nov 12 01:33:31 +0000 2018,A las 22:30 me clavo el clonazepam.
1061790510296252418,Mon Nov 12 01:19:19 +0000 2018,YA SÉ DÓNDE GUARDA MI MAMÁ EL CLONAZEPAM AAAAAAAAH 😗🙌😗🙌😗🙌
1061790001166516226,Mon Nov 12 01:17:18 +0000 2018,@SANGREXENEIZE Para estar mas tranquilo después de que nos empaten en 30 segundos me tengo que tomar una carretilla de clonazepam
1061788366235164679,Mon Nov 12 01:10:48 +0000 2018,"@juanMerAll bueno, me tranquilizo, en bre algún clonazepam y adios cualquier feeling"
1061786626475601920,Mon Nov 12 01:03:53 +0000 2018,en realidad soy gorda y todo me queda pequeño 😭
1061783139289350144,Mon Nov 12 00:50:02 +0000 2018,Hola quiero decirles que soy tan pobre que solo tengo 2 remeras respetables send ropa.
1061776108822167552,Mon Nov 12 00:22:05 +0000 2018,"Tratando de no enloquecer en la ciudad, mientras el doc me medica clonazepam"
1061774617247911938,Mon Nov 12 00:16:10 +0000 2018,"Hola aca estoy de nuevo, tome el clonazepam y estoy mejor, peeo rodavia tiemblo un poco"
1061773467295588352,Mon Nov 12 00:11:36 +0000 2018,@marianoheller Estoy igual y también tomé clonazepam. Vemos mañana.
1061772538349543424,Mon Nov 12 00:07:54 +0000 2018,El día está hermoso para un licuadito de clonazepam
1061768367202295810,Sun Nov 11 23:51:20 +0000 2018,Me tuve que tomar un clonazepam para calmarme. Capaz no muero el 24 👋🏻
1061758429755138048,Sun Nov 11 23:11:50 +0000 2018,"Neta que hermoso que mi terapeuta viva tan cerca. Ya entré a la etapa de ansiedad. Send Clonazepam, paro."
1061757370534109184,Sun Nov 11 23:07:38 +0000 2018,@Miss_Clonazepam @mauriciomacri amén hermana.
1061757032448045057,Sun Nov 11 23:06:17 +0000 2018,@SAMANTA_BAXTER @edufeiok Me imagino que ya tendrá varias cajas de Clonazepam para poder conciliar el sueño después de estas palabras
1061754281768960003,Sun Nov 11 22:55:21 +0000 2018,De acá al 24 lo único que necesito es clonazepam. Muchos.
1061750434484944896,Sun Nov 11 22:40:04 +0000 2018,GRACIAS clonazepam por hacer que siga viva post partido
1061748977605980165,Sun Nov 11 22:34:17 +0000 2018,@nataliavolosin Yo drogado con clonazepam
1061748708935643136,Sun Nov 11 22:33:13 +0000 2018,Clonazepam ya te siento.
1061748450801393665,Sun Nov 11 22:32:11 +0000 2018,"@augustordlr Si fuera así de fácil, me voy a tomar una caja de clonazepam"
1061746011020951552,Sun Nov 11 22:22:29 +0000 2018,"@mauriciomacri NO TE DA LA CARA, PEDAZO DE MIERDA."
1061745973637144578,Sun Nov 11 22:22:21 +0000 2018,@jucorbalann Se tienen que tomar un clonazepam pa andar tranquilas ustedes
1061745909162299392,Sun Nov 11 22:22:05 +0000 2018,¡Dios mío! GRACIAS @clonazepam
1061744747654586368,Sun Nov 11 22:17:28 +0000 2018,Quiero ahogarme en clonazepam
1061744024657235968,Sun Nov 11 22:14:36 +0000 2018,"Mi hermano se tomo un clonazepam porque estaba nervioso por el partido, el boludo SE DURMIÓ Y SE PERDIÓ EL PRIMER TIEMPO"
1061744024657235968,Sun Nov 11 22:14:36 +0000 2018,"Mi hermano se tomo un clonazepam porque estaba nervioso por el partido, el boludo SE DURMIÓ Y SE PERDIÓ EL PRIMER TIEMPO"
1061743592312631296,Sun Nov 11 22:12:53 +0000 2018,Un 1-1 en el monumental y penales. Mañana arranco a vender clonazepam y me hago multimillonario
1061743389866188801,Sun Nov 11 22:12:05 +0000 2018,"Hay un flaco que me parece re lindo, pero siempre digo uhh no seguro es un pelotudo"
1061737386994995201,Sun Nov 11 21:48:13 +0000 2018,Para la vuelta clavo 2 clonazepam. Hoy casi no la conté
1061736111616258048,Sun Nov 11 21:43:09 +0000 2018,Gracias por sus votos pero me tomé el clonazepam y me empezó a hacer efecto en el minuto 83 🤷🏽‍♀️
1061735544722522112,Sun Nov 11 21:40:54 +0000 2018,"Ya sé que estoy en pañales y hay peores, pero por favor el capítulo final de la 6ta de Grey's ME TIRARON CON DE TODO, lloro."
1061735343525904384,Sun Nov 11 21:40:06 +0000 2018,Éstas dos semanas voy a hacer la dieta del clonazepam.
1061734159222272001,Sun Nov 11 21:35:24 +0000 2018,"@VaniBenito Te paso Clonazepam, ami jajaj"
1061731723409534976,Sun Nov 11 21:25:43 +0000 2018,dios mio no puede ser que tengamos que esperar 2 SEMANAS MAS para ver quien es campeón ni un clonazepam por dia me calma la ansiedad
1061731702484148227,Sun Nov 11 21:25:38 +0000 2018,Que alguien me facilite un clonazepam para el 24. Gracias.
1061731568102858755,Sun Nov 11 21:25:06 +0000 2018,2 Mg de Clonazepam y 2 fernet... así pasamos los primero 90 minutos
1061729506795405312,Sun Nov 11 21:16:55 +0000 2018,Necesito un clonazepam
1061728827905327106,Sun Nov 11 21:14:13 +0000 2018,el 24 me tomo una caja de clonazepam
1061728133337042945,Sun Nov 11 21:11:27 +0000 2018,Clonazepam tu me escuchas?
1061726055617216514,Sun Nov 11 21:03:12 +0000 2018,Me voy a tener que tomar una tableta de clonazepam en el próximo partido.
1061725381596721159,Sun Nov 11 21:00:31 +0000 2018,para el 24 voy a estar con sobredosis de clonazepam
1061725210670436354,Sun Nov 11 20:59:50 +0000 2018,"Si hoy sufrimos, no me imagino el 24. Clonazepam ya te 100to"
1061725137865711616,Sun Nov 11 20:59:33 +0000 2018,"A clonazepam hasta la vuelta, no?"
1061725058282983426,Sun Nov 11 20:59:14 +0000 2018,Tengo mas clonazepam que Charly Garcia en la quinta de palito ortega!
1061725037705740288,Sun Nov 11 20:59:09 +0000 2018,@brunograncara35 Listo. Me tomo un Clonazepam y llego perfecto a las 8.
