id,created_at,text
1062066209456295944,Mon Nov 12 19:34:51 +0000 2018,Cafeina por vía por favor.
1062062467033980928,Mon Nov 12 19:19:58 +0000 2018,Qué fea es la cafeína
1062057735271993344,Mon Nov 12 19:01:10 +0000 2018,Necesito un rayito de esperanza y harta cafeína para arrancar la jornada...
1062057623871279104,Mon Nov 12 19:00:44 +0000 2018,"@YuNoe_bg Yo ya no tomo cafe, tomo una cosa que hace el mismo efecto pero no lleva cafeina y sabe a cafe :v se llama Eko"
1062056712130215937,Mon Nov 12 18:57:06 +0000 2018,"Cafeina deshidratada, la solución para meter 1200 km sin parar"
1062054276535644160,Mon Nov 12 18:47:26 +0000 2018,"@Mr_Trt Bueno, en el videojuego Pikachu ya era un adicto a la cafeína y con unas líneas de diálogo algo peculiares. xDDD"
1062050924733050880,Mon Nov 12 18:34:07 +0000 2018,igual es re entretenido hacer sabes que veni jaemin te preparo de todo pero mas leche que cafe vos rancio bajale a tu cafeina en sangre
1062047669722533888,Mon Nov 12 18:21:11 +0000 2018,Tomar demasiada cafeína (más de 7 tazas diarias) provoca escuchar voces o ver cosas que no existen.
1062047668338339846,Mon Nov 12 18:21:10 +0000 2018,Tomar demasiada cafeína (más de 7 tazas diarias) provoca escuchar voces o ver cosas que no existen.
1062042465304301569,Mon Nov 12 18:00:30 +0000 2018,#PindaTip: IMPORTANTE siempre recordar beber té y café CON MODERACIÓN considerando sus respectivos niveles de cafeína
1062041616414838784,Mon Nov 12 17:57:07 +0000 2018,@nandogerman @jmnavea @ORSEPA_6 Sin cafeína y sin alcohol!!!!😂🤣😂🤣😂
1062040423420448769,Mon Nov 12 17:52:23 +0000 2018,Los besos como la cafeína... Ya no me despiertan nada... 😔
1062040095866413056,Mon Nov 12 17:51:05 +0000 2018,vivendo a base de cafeina
1062038331503112193,Mon Nov 12 17:44:04 +0000 2018,Lunes con L de 'La voy a forzar con cafeína'
1062037379807010816,Mon Nov 12 17:40:17 +0000 2018,Cafeína en mis venas 😜
1062037356897800193,Mon Nov 12 17:40:12 +0000 2018,@Paatt_ Miss Cafeína y @CarlosSadness te los recomiendo ;)
1062032639874473985,Mon Nov 12 17:21:27 +0000 2018,"@JorBaeBel Bah, una Rajoy con cafeína."
1062026900229550080,Mon Nov 12 16:58:39 +0000 2018,"Lo de llevar la pegatina de La Cafeína pegada al portátil es un icono de ser lagunero, lo tengo claro."
1062025354204905472,Mon Nov 12 16:52:30 +0000 2018,@quimera_cafeina Hablar serenamente de la propia muerte indica que se ha llegado con paz en el corazón a ese momento. Admiro a tu mamá.
1062023946294517760,Mon Nov 12 16:46:54 +0000 2018,"Mierda pero que mal pegue con cafeína, y aun no me se la letra..."
1062023895019065344,Mon Nov 12 16:46:42 +0000 2018,Esperar a que el efecto de la cafeína suba !!
1062022128696995840,Mon Nov 12 16:39:41 +0000 2018,Demasiada cafeina en mi cuerpo
1062018906494324736,Mon Nov 12 16:26:53 +0000 2018,@marm_glez @NijotaNifandanG Sin cafeina 😂😂😂🙏🙏🙏la coca cola
1062018903155429376,Mon Nov 12 16:26:52 +0000 2018,@quimera_cafeina Exacto!! Aprovecha que tienes esa oportunidad 💕
1062016061757943809,Mon Nov 12 16:15:35 +0000 2018,Mi pc no quiere chambear... Debe ser por mi carencia de cafeína. :(
1062013513173028864,Mon Nov 12 16:05:27 +0000 2018,"10:05 am y no he tomado café. No me siento vivo aún, necesito cafeína asap en mi cuerpo"
1062013321749188608,Mon Nov 12 16:04:41 +0000 2018,Creo que mi cuerpo necesitaba cafeína jajajaja
1062011180397486081,Mon Nov 12 15:56:11 +0000 2018,@gabrielguerrac Excelente semana. Cuidado con los fríos que llegan a Monterrey en las próximas horas. ¡cafeína urge!!
1062010291049975809,Mon Nov 12 15:52:39 +0000 2018,a esnifarme unas rallas de cafeina
