id,created_at,text
1061867375782445056,Mon Nov 12 06:24:45 +0000 2018,"Ya estoy en mi camita, que felicidad."
1061807631935901696,Mon Nov 12 02:27:21 +0000 2018,Si no eres tú no quiero a nadie.
1061805884014280704,Mon Nov 12 02:20:24 +0000 2018,Y PPK me pregunta si puede comprarme una salchipapa JAJAJAJA.
1061801834912866304,Mon Nov 12 02:04:19 +0000 2018,"Richard acaba de compartirme uno de sus tapers de chinawok, y yo  tipo 😱 tenía su corazoncito el men 😭😂"
1061796951040147457,Mon Nov 12 01:44:55 +0000 2018,@len_mdma 😂😂😂 sabes cómo m 😂😂
1061794490497798144,Mon Nov 12 01:35:08 +0000 2018,"@amhp7 No me gusta el shampoo, no me gusta el jabón así cochina me siento mejor. Rolota 😂😆"
1061793716875210752,Mon Nov 12 01:32:03 +0000 2018,Extrañarte me vuelve malhumorada x2.
1061758126721040384,Sun Nov 11 23:10:38 +0000 2018,@GalicianMemes E meten mdma no café da mañán
1061745266510979073,Sun Nov 11 22:19:32 +0000 2018,"Que semana de mierda, tirenme un chilcanito."
1061743887667159040,Sun Nov 11 22:14:03 +0000 2018,"Ya quiero llegar a casa, darte un beso y dormir plácidamente a tu lado 👧🏻♥️"
1061741248699162624,Sun Nov 11 22:03:34 +0000 2018,Así no se quiere a nadie.
1061722553159442432,Sun Nov 11 20:49:17 +0000 2018,"@odiotuita 😭 auxilio me desmayo, te extraño viejo lesbiano"
1061721509637619712,Sun Nov 11 20:45:08 +0000 2018,@_Esart_ Había chorro o mdma?
1061715094919438338,Sun Nov 11 20:19:38 +0000 2018,Bailando mi timbon en la sotea para que no me vean 💃🏻
1061714330260041728,Sun Nov 11 20:16:36 +0000 2018,"No vale la pena, no vale la pena enamorarse."
1061367796263727105,Sat Nov 10 21:19:36 +0000 2018,"Venga 16 años y pastillas de MDMA, es todo tan sociedad de clases XD"
1061285048022953984,Sat Nov 10 15:50:47 +0000 2018,"@Sunamitatheone @nakocomico @overdrv Sorpresa, todos sabemos lo que es el mdma xddd"
1061259949286793216,Sat Nov 10 14:11:03 +0000 2018,@mmeeeeri Porque hay me referia al Mdma?
1061179556957220864,Sat Nov 10 08:51:36 +0000 2018,"@BackToBoletaria Dormidina, mdma, porros y siempre a tu lado"
1061165973242298369,Sat Nov 10 07:57:38 +0000 2018,Algunos lo llaman TDAH cuando quieren decir MDMA.
1061152862208753664,Sat Nov 10 07:05:32 +0000 2018,@eloy_ar @larakel23 ¿He leído MDMA 25€? 🤔
1061137630824402944,Sat Nov 10 06:05:00 +0000 2018,casarse en mdma debe ser fantástico
1061122182506414081,Sat Nov 10 05:03:37 +0000 2018,@Sergionidas Si consumieras mdma estarías flaco hijo de tu perra madre.
1061078127256985600,Sat Nov 10 02:08:34 +0000 2018,¿Es Mdma o es chicharrón?
1061043000246198272,Fri Nov 09 23:48:59 +0000 2018,"@pichaquito2 @yatedigoyoque Déjate, el alcohol es malo, solo MDMA tranquilo"
1061037588272824320,Fri Nov 09 23:27:28 +0000 2018,@nakocomico el MDMA son los padres......
1060986056923848705,Fri Nov 09 20:02:42 +0000 2018,@TheKiingLokii @Christi54710721 La parte de la niña y la vida alejada del MDMA.
1060974879753887744,Fri Nov 09 19:18:17 +0000 2018,@Bernat_Castro @javiernegre10 El tontopollas de @javiernegre10 está al mismo nivel de redacción que una cabra llena de MDMA.
1060961997762818048,Fri Nov 09 18:27:06 +0000 2018,@viesiz @nakocomico @Manjoale Q es MDMA??...😏
1060958017141858304,Fri Nov 09 18:11:17 +0000 2018,@Nigridal @srtagalicia Soy yo puesto de MDMA con los pantalones meados y sujetando un vaso al revés.
1060956632153292800,Fri Nov 09 18:05:47 +0000 2018,imaginense que alguien le echa mdma a la cafetera y se ponen todos locos y se arma el payaso de rodeo en la oficina
1060925449801551873,Fri Nov 09 16:01:52 +0000 2018,@MiCuenta_B @Pantomima_Full Jjaja mdma (éxtasis. Droga)
1060906142765850625,Fri Nov 09 14:45:09 +0000 2018,@MrDazo82 @nakocomico @Cabronazi A la gente le gusta el mdma....!!
1060905555328487424,Fri Nov 09 14:42:49 +0000 2018,@nakocomico @pavisnovis Está vendiendo MDMA ..  es un libro que se llama MI DIOS ME AMA ..    a 25€   Regalao!!    🤣
1060885878602694657,Fri Nov 09 13:24:38 +0000 2018,@LI3PeO ¿Se refiere al MDMA? ¿Por qué no lo  llama éxtasis (extano exta me gusta me la como yo)?
1060813945815097344,Fri Nov 09 08:38:48 +0000 2018,"Esl sistrma nos quiere ludopatas. Es mejor consumir marihuana,setas mágicas y CON MUCHO CONTROL ketamina y MDMA."
1060664573412413442,Thu Nov 08 22:45:15 +0000 2018,"@Unamud0 Mdma, mabarracus... si no son esas yo ya no sé..."
1060633161468645377,Thu Nov 08 20:40:25 +0000 2018,@cunadometro @LekaconK @Albert_Rivera el mdma  es que es maravilloso
1060548204914229249,Thu Nov 08 15:02:50 +0000 2018,"@Soyfurrr 2CB, fentanilo, benzodiazepinas o mínimo MDMA y salvia"
1060536873846599681,Thu Nov 08 14:17:49 +0000 2018,6ix9ine es el resultado de echarle mdma y esteroides molidas a un vaso de Icee
1060526739334619138,Thu Nov 08 13:37:32 +0000 2018,6 meses sin tomar mdma* 4 meses meditando 1 mes sin fumar marihuana 1 semana sin comer carne
1060493965114462208,Thu Nov 08 11:27:18 +0000 2018,@secoweedcodein @djhannahmontana Y mdma
1060436560204759040,Thu Nov 08 07:39:12 +0000 2018,"Me llamo MDMA, no tachas.                    -las pilas"
1060384637095165952,Thu Nov 08 04:12:53 +0000 2018,@len_mdma lo tienes de nuevo?
1060369883358089216,Thu Nov 08 03:14:15 +0000 2018,@krockspunway @__mdma Congratttttts chica ❤️
1060293623802142722,Wed Nov 07 22:11:13 +0000 2018,Que e habéis dado a Maria antes d ella gala? Coca? MDMA???? #OT18Gala7
1060292890964955141,Wed Nov 07 22:08:19 +0000 2018,@DavidPerro @pgaguado @carmencalvo_ Perico cortado con MDMA.
1060274562187886596,Wed Nov 07 20:55:29 +0000 2018,Dios el punch de Hander con lo del MDMA y el rap en el ADN me parece una bastada de locos
1060271492641026048,Wed Nov 07 20:43:17 +0000 2018,LSD y MDMA en promoción. Todas las órdenes de planas de LSD incluyen GRATIS MDMA.
1060238524346179585,Wed Nov 07 18:32:17 +0000 2018,@paco_mocos Esta moza es MDMA puro.... Miedo Me dA vamos...
1060177944834949122,Wed Nov 07 14:31:33 +0000 2018,"Gente que le gusten las raves, el alcohol, la droga: porro, MDMA y demás sustancias psicolascivas, fav y hago grupo Whatsapp"
1060143077812244480,Wed Nov 07 12:13:00 +0000 2018,"prueba coca, prueba speed y prueba mdma pero nunca probarás que te quieran de verdad"
1059961437425205248,Wed Nov 07 00:11:14 +0000 2018,@YoNoSoyJohnBoy ALEGRIA ME DABA A MI EL MDMA Y NO VEO A NADIE HACIENDOLE UNA PELÍCULA HOMENAJE.
1059960010514616322,Wed Nov 07 00:05:34 +0000 2018,@madeinvarez es cara de haber chupado MDMA hahah
1059937387348967424,Tue Nov 06 22:35:40 +0000 2018,"@MyriamLucila Tssssssss, qué fortuna la tuya. Cómo quisiera estar ahí y comprar MDMA."
1059921506376056833,Tue Nov 06 21:32:34 +0000 2018,@bustedandblue_ Oye la coña que sacaste puesta de mdma en el fib viendo Madness es bastante mala como para seguir repitiéndola.
1059897762857320449,Tue Nov 06 19:58:13 +0000 2018,@NoSoyLaGente Ese MDMA es la hostia.
1059807274338828288,Tue Nov 06 13:58:39 +0000 2018,@lazialeantifa @MarcoVisita Viva mdma
1059748279104225281,Tue Nov 06 10:04:13 +0000 2018,Martes con MDMA
1059717095603212288,Tue Nov 06 08:00:18 +0000 2018,"@carlonaruto69 Wey YO, pero en mdma"
1059697452889108481,Tue Nov 06 06:42:15 +0000 2018,@mr_alberto_99 Gracias al mdma ehh te pillao
1059570777350119426,Mon Nov 05 22:18:53 +0000 2018,"@UnCimmerio La absenta era cuando la época del opio. No, hombre, los bohemios toman MDMA y algunos ketamina. Estás muy anticuado"
