id,created_at,text
1062095514789965824,Mon Nov 12 21:31:18 +0000 2018,"Yo no tengo hijos, porque practico a abstinencia 💁🏼‍♂️🙏🏽"
1062095476852436993,Mon Nov 12 21:31:09 +0000 2018,"Síndrome de abstinencia, de tus besos, de tu sonrisa, de tus abrazos, de tu risa."
1062092046121553920,Mon Nov 12 21:17:31 +0000 2018,Hora de ponerme al día con el gym. Esa abstinencia si se puede ver 😅
1062087982801473536,Mon Nov 12 21:01:22 +0000 2018,2 horas y me voy a casa. Ya no aguanto esta abstinencia de azúcar 😣
1062084258896855040,Mon Nov 12 20:46:34 +0000 2018,-que tan vieja eres?  -todavía me hablaban de la abstinencia como método anticonceptivo
1062083502622031872,Mon Nov 12 20:43:34 +0000 2018,Quise poner abstención y el corrector me mandó abstinencia. Así no puedo.
1062077473540706305,Mon Nov 12 20:19:36 +0000 2018,"Este tiempo  de abstinencia  nos tiene resecos, y a mí al filo de la desesperante  búsqueda de tus huellas y sombras..."
1062076166897590272,Mon Nov 12 20:14:25 +0000 2018,mi madre: abstinencia sara yo: abstinencia de q si estamos en el siglo 21
1062073912182349825,Mon Nov 12 20:05:27 +0000 2018,Tengo como abstinencia de tarjeta de crédito. Estoy tiritando porque no puedo comprar los sets JDKSKDJW
1062073621877788674,Mon Nov 12 20:04:18 +0000 2018,Esta abstinencia de cine me esta matandoooo
1062069087407407104,Mon Nov 12 19:46:17 +0000 2018,Tengo abstinencia peladense cuanto falta para las 18?
1062068607423836162,Mon Nov 12 19:44:22 +0000 2018,Estoy con abstinencia de pintas de cerveza
1062068272437346307,Mon Nov 12 19:43:03 +0000 2018,Tengo tremenda abstinencia y no paro de comer
1062067239476703234,Mon Nov 12 19:38:56 +0000 2018,"Me siento como drogadicto con abstinencia.  Llego 3 semanas en el nutriólogo, me comí un rancherito y ahora quiero más fritrurassssss :c"
1062066591171571712,Mon Nov 12 19:36:22 +0000 2018,"""Vos sabes que creo que tengo abstinencia por la joda""  Dandara Pedraza, LUNES 16:36... Nada más que decir"
1062062040674697216,Mon Nov 12 19:18:17 +0000 2018,"@JL_FE96 Cierto, y los viernes respetan bastante la abstinencia y los católicos convencidos no salen de fiesta en respeto a Nuestro Señor."
1062061451018428416,Mon Nov 12 19:15:56 +0000 2018,Ando con una abstinencia andooo
1062056883580780544,Mon Nov 12 18:57:47 +0000 2018,"ya no se que hacer con mi abstinencia, lpm"
1062054895682048000,Mon Nov 12 18:49:53 +0000 2018,@LucioChavez15 @martvaldearenas Es la abstinencia que te hace mal
1062049175947436032,Mon Nov 12 18:27:10 +0000 2018,@pcolomes Se vienen los ataques de abstinencia
1062048740683472897,Mon Nov 12 18:25:26 +0000 2018,@indio_nica @nopodran19 Al entendido por señas adios a tu abstinencia indio por fin vas a gozar de uno de los mejores placeres de la vida.
1062048584617676800,Mon Nov 12 18:24:49 +0000 2018,No puedo jugar angry birds porque se cayó Facebook y los síntomas de la abstinencia empiezan a aparecer
1062046544533381120,Mon Nov 12 18:16:42 +0000 2018,y como va la abstinencia por la caída de Facebook?
1062044693633134592,Mon Nov 12 18:09:21 +0000 2018,"@macariomx Estimado @macariomx No es por intrigar, pero... ¿y mi podcast de fuera de la caja? ¡Ya tengo síndrome de abstinencia!"
1062044175544279041,Mon Nov 12 18:07:17 +0000 2018,Cuál es tu nivel de abstinencia de viajes Nahir para estar buscando precio de vuelos a cualquier lado?
1062043303514959872,Mon Nov 12 18:03:50 +0000 2018,tengo abstinencia d sexo ah re
1062041759897870342,Mon Nov 12 17:57:41 +0000 2018,Me voy a tener que comprar un dildo porque esta abstinencia me tiene mal 😂
1062040497072627714,Mon Nov 12 17:52:40 +0000 2018,"@renata_gazzani Yo también, tengo abstinencia d reni😭"
1062039898402811904,Mon Nov 12 17:50:18 +0000 2018,Soñé que volvía el wifi esa abstinencia si se puede ver
1062039547691888640,Mon Nov 12 17:48:54 +0000 2018,Que dura es la abstinencia
1062038495433236480,Mon Nov 12 17:44:43 +0000 2018,"@Drea_an Síndrome de abstinencia, me ha pasado, pero ya no. :v"
1062037474141200384,Mon Nov 12 17:40:40 +0000 2018,"2,5 k en dos semanas, está abstinencia de escabio si se puede ver"
1062037309384806400,Mon Nov 12 17:40:00 +0000 2018,que abstinencia de un vinito
1062035829823098880,Mon Nov 12 17:34:08 +0000 2018,@FerIglesias No vale la pena contestarle a los k!!!! La abstinencia de robo les afecta la neurona...
1062034527437180928,Mon Nov 12 17:28:57 +0000 2018,"De verdad tengo abstinencia, necesito ir a tomar cerveza si o si. Malditos parciales que nos absorbieron a mi y a mis amigos"
1062033607584296960,Mon Nov 12 17:25:18 +0000 2018,Tengo abstinencia de chicles
1062031770479144960,Mon Nov 12 17:18:00 +0000 2018,Y saber que la abstinencia me puede..
1062031132919767040,Mon Nov 12 17:15:28 +0000 2018,La abstinencia de ir el domingo lpm
1062029350269259777,Mon Nov 12 17:08:23 +0000 2018,Estoy en abstinencia 🤤
1062027820233306113,Mon Nov 12 17:02:18 +0000 2018,@salvameoficial Menuda borracha es Miriam! Así se entienden sus cambios de humor: pasa del estado etílico al síndrome de abstinencia.
1062026870504472577,Mon Nov 12 16:58:32 +0000 2018,Lo peor es que me siento como en abstinencia porque no sé nada de mis hijos mátenme @pledis_17 los amo mucho
1062025848109305856,Mon Nov 12 16:54:28 +0000 2018,Me siento como maldita drogadicta en abstinencia esperando a que lleguen a la tienda los nuevos glosses de bissú.
1062018459201101824,Mon Nov 12 16:25:06 +0000 2018,@latrwn1 Es un síndrome de abstinencia como una catedral... 😅
1062018151964176385,Mon Nov 12 16:23:53 +0000 2018,"La abstinencia de celular que me agarra en el banco, dios mia mas millennial no se consigue"
1062017157729529856,Mon Nov 12 16:19:56 +0000 2018,@miss_almejita ... No vaya a ser que haya síndrome de abstinencia o algo.
1062016529305387008,Mon Nov 12 16:17:26 +0000 2018,@NatachaJaitt hola nati dnd estas? Abstinencia d tweets!!!!
1062015792831758336,Mon Nov 12 16:14:30 +0000 2018,"Y saber que te vas, y saber que la abstinencia me puede"
1062010553197977600,Mon Nov 12 15:53:41 +0000 2018,Aiuuuuuda estoy en sx de abstinencia por mi café 😩😩😩
1062010021813407745,Mon Nov 12 15:51:35 +0000 2018,"@July_A_G Tener tiempos de abstinencia es muy bueno, yo lo practico hahaha"
1062006848163864576,Mon Nov 12 15:38:58 +0000 2018,@Buena__Muchacha Síntomas de abstinencia al alcohol?? 🤔
1062006139548827648,Mon Nov 12 15:36:09 +0000 2018,Tengo abstinencia de cruzando el charco
1062002362477350912,Mon Nov 12 15:21:08 +0000 2018,@diegos934 Tiene una dirección de arte exquisita!!! Siento abstinencia de tanta belleza. #PeakyBlinders
1061998660836306945,Mon Nov 12 15:06:26 +0000 2018,@AdrelinaLOL @YouTube Ya estaba en abstinencia de tus vídeos corazón gracias por tanto
1061994402246287360,Mon Nov 12 14:49:31 +0000 2018,Yo leo abstinencia y se me ríe hasta el ultimo pelo del cuerpo
1061991717883150338,Mon Nov 12 14:38:51 +0000 2018,"• La abstinencia a ti, es peor que la abstinencia con la coca."
1061991712250384384,Mon Nov 12 14:38:49 +0000 2018,• ¿Cuando se supone que termina esta abstinencia hacia a ti?
1061991255599730688,Mon Nov 12 14:37:00 +0000 2018,Alguna vez tuvieron abstinencia?
1061984690683428864,Mon Nov 12 14:10:55 +0000 2018,"@AlegretteErii Y bueno vamossss, si es pa un Tacua teneme en cuenta, estoy con una abstinencia jajaja"
1061982255487299584,Mon Nov 12 14:01:15 +0000 2018,@Ardillalenta23 Apuesto mi abstinencia sexual xd
1061981280265474048,Mon Nov 12 13:57:22 +0000 2018,una abstinencia de mimos lpm
1061981111834853379,Mon Nov 12 13:56:42 +0000 2018,@Ximenahg27 La abstinencia es el mejor método anticonceptivo 🙊
1061979348331302912,Mon Nov 12 13:49:41 +0000 2018,"@VSenadorGomez @elmundoes Ve a que te den por el culo que tienes el síndrome de abstinencia, fascista de mierda."
1061978129739247616,Mon Nov 12 13:44:51 +0000 2018,@andre_monita @navalenciar Jajaja abstinencia de azúcar. No lo pueden hacer las personas que de por sí ya son dulces 😉
1061972969575141379,Mon Nov 12 13:24:21 +0000 2018,La abstinencia me hace mal ahre
1061966038068330497,Mon Nov 12 12:56:48 +0000 2018,@Gus_Noriega No le explicaron que esta tratando con chorros totalitarios que tienen 3 años de abstinencia de guita?
1061961305135951904,Mon Nov 12 12:38:00 +0000 2018,"Con el estudio en el que ando participando me piden abstinencia siete meses y no embarazos en dos años, ah."
1061960326432858114,Mon Nov 12 12:34:06 +0000 2018,@LiderSuprema_Ok Lo que hace la abstinencia...
1061949222013014016,Mon Nov 12 11:49:59 +0000 2018,@cristinavntrs Diosanto me harías realmente feliz en serio. Tengo abstinencia de ketchup y lo estoy pasando mal ajjajaja
1061947498082770944,Mon Nov 12 11:43:08 +0000 2018,Me siento con el síndrome de abstinencia hijueee....
1061938288074899457,Mon Nov 12 11:06:32 +0000 2018,"Tengo abstinencia de Cosplay, IGUAL, ya estoy armando uno 💕🖤💕🖤💕 Y DE LAS KDA, ya quiero que vean todo aAAAAAAA"
1061935879026032641,Mon Nov 12 10:56:58 +0000 2018,"@MirthaFrias Sos pelotudo @rialjorge  ??? La vejez te esta afectando la cabeza.... o la abstinencia de pautas, sobres etc.  lamentable"
1061915125064523781,Mon Nov 12 09:34:29 +0000 2018,Estoy en abstinencia de skam italiaaaa a a aaa questo e una merdaa
1061914504953499649,Mon Nov 12 09:32:02 +0000 2018,Me enfermo de insomnio cada que me da abstinencia emocional.
1061880363998498816,Mon Nov 12 07:16:22 +0000 2018,"Me receto tiempo, abstinencia, soledad."
1061868757180731392,Mon Nov 12 06:30:14 +0000 2018,La abstinencia d vosssss!!!!!!! Lpm
1061866080715620353,Mon Nov 12 06:19:36 +0000 2018,"@BosioLds @EmiMacua Estoy en abstinencia, no se puede dormir capo así"
1061858825421160448,Mon Nov 12 05:50:47 +0000 2018,"Siempre que vengo hay porno. Tranquilos que los solteros sufrimos de abstinencia, ahr."
1061858175647973377,Mon Nov 12 05:48:12 +0000 2018,"Soy alcohólica pero por el momento estoy un poco en abstinencia, puntos para mi señorismo jaja"
